Nr;Name;MaxSchnellmeldungen;AnzSchnellmeldungen;Wahlberechtigte;abgegeben;Wahlbeteiligung;gültigeStimmzettel;gültig;ungültigeStimmzettel;ungültig;gültig2;ungültig2;CDU;CDU_Proz;Z_CDU;Z_CDU_Proz;SPD;SPD_Proz;Z_SPD;Z_SPD_Proz;FDP;FDP_Proz;Z_FDP;Z_FDP_Proz;GRÜNE;GRÜNE_Proz;Z_GRÜNE;Z_GRÜNE_Proz;DIE LINKE;DIE LINKE_Proz;Z_DIE LINKE;Z_DIE LINKE_Proz;PIRATEN;PIRATEN_Proz;Z_PIRATEN;Z_PIRATEN_Proz;NPD;NPD_Proz;Z_NPD;Z_NPD_Proz;REP;REP_Proz;Z_REP;Z_REP_Proz;Bündnis 21/RRP;Bündnis 21/RRP_Proz;Z_Bündnis 21/RRP;Z_Bündnis 21/RRP_Proz;Volksabstimmung;Volksabstimmung_Proz;Z_Volksabstimmung;Z_Volksabstimmung_Proz;ÖDP;ÖDP_Proz;Z_ÖDP;Z_ÖDP_Proz;MLPD;MLPD_Proz;Z_MLPD;Z_MLPD_Proz;BüSo;BüSo_Proz;Z_BüSo;Z_BüSo_Proz;PSG;PSG_Proz;Z_PSG;Z_PSG_Proz;AfD;AfD_Proz;Z_AfD;Z_AfD_Proz;BIG;BIG_Proz;Z_BIG;Z_BIG_Proz;pro Deutschland;pro Deutschland_Proz;Z_pro Deutschland;Z_pro Deutschland_Proz;DIE RECHTE;DIE RECHTE_Proz;Z_DIE RECHTE;Z_DIE RECHTE_Proz;FREIE WÄHLER;FREIE WÄHLER_Proz;Z_FREIE WÄHLER;Z_FREIE WÄHLER_Proz;Partei der Nichtwähler;Partei der Nichtwähler_Proz;Z_Partei der Nichtwähler;Z_Partei der Nichtwähler_Proz;Partei der Vernunft;Partei der Vernunft_Proz;Z_Partei der Vernunft;Z_Partei der Vernunft_Proz;Die PARTEI;Die PARTEI_Proz;Z_Die PARTEI;Z_Die PARTEI_Proz;
30226;30226;1;1;695;379;54,53;;374;;5;377;2;109;29,14;91;24,14;142;37,97;109;28,91;10;2,67;33;8,75;74;19,79;76;20,16;22;5,88;33;8,75;13;3,48;18;4,77;1;0,27;1;0,27;0;0,00;0;0,00;0;0,00;2;0,53;0;0,00;0;0,00;0;0,00;3;0,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;2;0,53;6;1,59;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;2;0,53;0;0,00;0;0,00;0;0,00;2;0,53;
30227;30227;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30228;30228;1;1;747;369;49,40;;369;;0;369;0;91;24,66;85;23,04;177;47,97;123;33,33;6;1,63;12;3,25;63;17,07;89;24,12;19;5,15;34;9,21;12;3,25;12;3,25;0;0,00;2;0,54;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;4;1,08;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,36;
30229;30229;1;1;650;323;49,69;;322;;1;323;0;111;34,47;107;33,13;117;36,34;94;29,10;9;2,80;25;7,74;54;16,77;59;18,27;12;3,73;15;4,64;6;1,86;3;0,93;1;0,31;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;1;0,31;0;0,00;2;0,62;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;3,42;13;4,02;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,93;
30230;30230;1;1;598;321;53,68;;318;;3;319;2;103;32,39;97;30,41;117;36,79;96;30,09;5;1,57;16;5,02;47;14,78;48;15,05;22;6,92;28;8,78;5;1,57;10;3,13;5;1,57;2;0,63;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;4,09;19;5,96;0;0,00;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;1;0,31;
30231;30231;1;1;534;327;61,24;;324;;3;326;1;112;34,57;98;30,06;132;40,74;110;33,74;3;0,93;10;3,07;38;11,73;56;17,18;25;7,72;29;8,90;2;0,62;4;1,23;2;0,62;3;0,92;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,78;12;3,68;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,31;1;0,31;1;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,61;
30232;30232;1;1;610;330;54,10;;328;;2;326;4;108;32,93;101;30,98;127;38,72;95;29,14;8;2,44;17;5,21;55;16,77;69;21,17;14;4,27;26;7,98;8;2,44;4;1,23;2;0,61;1;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;1,83;12;3,68;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,31;
30233;30233;1;1;1151;576;50,04;;573;;3;573;3;268;46,77;226;39,44;172;30,02;114;19,90;12;2,09;62;10,82;83;14,49;111;19,37;16;2,79;27;4,71;6;1,05;3;0,52;0;0,00;2;0,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;16;2,79;26;4,54;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,17;0;0,00;1;0,17;
30234;30234;1;1;1266;613;48,42;;609;;4;609;4;221;36,29;187;30,71;225;36,95;189;31,03;17;2,79;48;7,88;76;12,48;94;15,44;40;6,57;45;7,39;8;1,31;10;1,64;3;0,49;0;0,00;0;0,00;1;0,16;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,16;0;0,00;0;0,00;0;0,00;0;0,00;17;2,79;28;4,60;0;0,00;1;0,16;0;0,00;2;0,33;0;0,00;0;0,00;2;0,33;2;0,33;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,16;
30301;30301;1;1;1353;651;48,12;;647;;4;647;4;250;38,64;234;36,17;211;32,61;171;26,43;14;2,16;37;5,72;110;17,00;106;16,38;34;5,26;46;7,11;10;1,55;14;2,16;3;0,46;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;12;1,85;27;4,17;0;0,00;0;0,00;0;0,00;1;0,15;0;0,00;1;0,15;3;0,46;2;0,31;0;0,00;2;0,31;0;0,00;0;0,00;0;0,00;4;0,62;
30302;30302;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30303;30303;1;1;973;511;52,52;;508;;3;508;3;153;30,12;128;25,20;185;36,42;136;26,77;8;1,57;29;5,71;109;21,46;125;24,61;32;6,30;45;8,86;10;1,97;16;3,15;2;0,39;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;1,57;16;3,15;0;0,00;2;0,39;0;0,00;1;0,20;0;0,00;0;0,00;1;0,20;1;0,20;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;6;1,18;
30304;30304;1;1;750;400;53,33;;399;;1;400;0;163;40,85;152;38,00;126;31,58;89;22,25;11;2,76;29;7,25;62;15,54;82;20,50;20;5,01;23;5,75;6;1,50;7;1,75;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;2,01;13;3,25;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;2;0,50;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,75;
30305;30305;1;1;675;339;50,22;;336;;3;338;1;95;28,27;92;27,22;129;38,39;90;26,63;8;2,38;13;3,85;66;19,64;87;25,74;28;8,33;31;9,17;2;0,60;8;2,37;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,59;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;1,79;7;2,07;0;0,00;1;0,30;0;0,00;0;0,00;0;0,00;0;0,00;2;0,60;1;0,30;0;0,00;1;0,30;0;0,00;0;0,00;0;0,00;5;1,48;
30306;30306;1;1;770;373;48,44;;371;;2;371;2;126;33,96;111;29,92;148;39,89;115;31,00;10;2,70;30;8,09;54;14,56;56;15,09;14;3,77;22;5,93;7;1,89;12;3,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;3;0,81;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;2,70;18;4,85;0;0,00;2;0,54;0;0,00;0;0,00;0;0,00;0;0,00;2;0,54;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;
30307;30307;1;1;853;407;47,71;;399;;8;402;5;169;42,36;132;32,84;124;31,08;106;26,37;6;1,50;36;8,96;62;15,54;66;16,42;18;4,51;29;7,21;7;1,75;8;1,99;1;0,25;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,50;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;1;0,25;11;2,76;14;3,48;0;0,00;0;0,00;0;0,00;2;0,50;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;2;0,50;0;0,00;2;0,50;
30308;30308;1;1;769;392;50,98;;389;;3;391;1;171;43,96;150;38,36;130;33,42;104;26,60;9;2,31;37;9,46;52;13,37;61;15,60;12;3,08;17;4,35;4;1,03;3;0,77;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,31;15;3,84;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;1;0,26;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;1;0,26;
30309;30309;1;1;658;272;41,34;;271;;1;271;1;105;38,75;100;36,90;90;33,21;63;23,25;14;5,17;27;9,96;36;13,28;42;15,50;10;3,69;20;7,38;8;2,95;7;2,58;2;0,74;3;1,11;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,85;6;2,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,37;1;0,37;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,74;
30310;30310;1;1;954;423;44,34;;419;;4;421;2;158;37,71;120;28,50;151;36,04;108;25,65;11;2,63;31;7,36;71;16,95;98;23,28;14;3,34;23;5,46;8;1,91;14;3,33;0;0,00;2;0,48;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;5;1,19;17;4,04;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;3;0,71;
30311;30311;1;1;846;420;49,65;;415;;5;419;1;181;43,61;161;38,42;123;29,64;104;24,82;8;1,93;27;6,44;64;15,42;76;18,14;16;3,86;21;5,01;10;2,41;9;2,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;2,41;15;3,58;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,72;1;0,24;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;2;0,48;
30312;30312;1;1;766;344;44,91;;339;;5;338;6;115;33,92;103;30,47;111;32,74;88;26,04;11;3,24;28;8,28;73;21,53;69;20,41;14;4,13;24;7,10;6;1,77;6;1,78;0;0,00;2;0,59;0;0,00;1;0,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,30;9;2,65;12;3,55;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,89;
30313;30313;1;1;749;381;50,87;;379;;2;381;0;157;41,42;124;32,55;123;32,45;96;25,20;10;2,64;42;11,02;58;15,30;66;17,32;16;4,22;23;6,04;3;0,79;7;1,84;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,52;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;9;2,37;20;5,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;
30314;30314;1;1;716;353;49,30;;353;;0;353;0;128;36,26;118;33,43;136;38,53;99;28,05;9;2,55;25;7,08;51;14,45;57;16,15;20;5,67;29;8,22;4;1,13;9;2,55;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,57;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,42;12;3,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,28;0;0,00;0;0,00;0;0,00;1;0,28;
30315;30315;1;1;709;316;44,57;;310;;6;314;2;147;47,42;128;40,76;104;33,55;80;25,48;3;0,97;29;9,24;38;12,26;44;14,01;6;1,94;18;5,73;7;2,26;5;1,59;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,61;8;2,55;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;
30316;30316;1;1;759;396;52,17;;395;;1;396;0;186;47,09;168;42,42;115;29,11;85;21,46;13;3,29;35;8,84;59;14,94;63;15,91;8;2,03;18;4,55;3;0,76;9;2,27;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;9;2,28;16;4,04;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;
30317;30317;1;1;856;497;58,06;;496;;1;495;2;210;42,34;169;34,14;147;29,64;120;24,24;7;1,41;55;11,11;73;14,72;80;16,16;32;6,45;37;7,47;10;2,02;7;1,41;2;0,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;2,62;21;4,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,40;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,61;
30318;30318;1;1;1059;477;45,04;;476;;1;475;2;326;68,49;269;56,63;79;16,60;55;11,58;16;3,36;69;14,53;35;7,35;41;8,63;6;1,26;12;2,53;4;0,84;5;1,05;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;1,89;23;4,84;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,21;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;
30319;30319;1;1;631;279;44,22;;274;;5;277;2;158;57,66;126;45,49;63;22,99;58;20,94;10;3,65;41;14,80;29;10,58;28;10,11;5;1,82;6;2,17;3;1,09;2;0,72;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,08;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,82;10;3,61;0;0,00;0;0,00;0;0,00;1;0,36;0;0,00;0;0,00;1;0,36;1;0,36;0;0,00;1;0,36;0;0,00;0;0,00;0;0,00;0;0,00;
30320;30320;1;1;757;379;50,07;;377;;2;377;2;149;39,52;138;36,60;134;35,54;104;27,59;19;5,04;40;10,61;45;11,94;44;11,67;16;4,24;24;6,37;6;1,59;7;1,86;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;2,12;9;2,39;0;0,00;0;0,00;0;0,00;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,06;0;0,00;0;0,00;0;0,00;5;1,33;
30321;30321;1;1;741;324;43,72;;324;;0;323;1;182;56,17;138;42,72;84;25,93;64;19,81;11;3,40;54;16,72;31;9,57;37;11,46;5;1,54;10;3,10;2;0,62;4;1,24;1;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;2,47;12;3,72;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,62;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;1;0,31;
30322;30322;1;1;671;318;47,39;;316;;2;317;1;136;43,04;109;34,38;114;36,08;86;27,13;6;1,90;29;9,15;46;14,56;62;19,56;9;2,85;15;4,73;3;0,95;4;1,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,63;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,63;8;2,52;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;
30323;30323;1;1;1462;686;46,92;;681;;5;682;4;301;44,20;246;36,07;219;32,16;179;26,25;12;1,76;62;9,09;90;13,22;102;14,96;37;5,43;47;6,89;12;1,76;19;2,79;1;0,15;1;0,15;0;0,00;1;0,15;0;0,00;0;0,00;0;0,00;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;1;0,15;1;0,15;0;0,00;0;0,00;7;1,03;16;2,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,15;2;0,29;0;0,00;0;0,00;0;0,00;1;0,15;0;0,00;4;0,59;
30324;30324;1;1;1331;647;48,61;;643;;4;645;2;329;51,17;295;45,74;164;25,51;117;18,14;17;2,64;57;8,84;84;13,06;106;16,43;23;3,58;23;3,57;4;0,62;6;0,93;3;0,47;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,16;1;0,16;0;0,00;0;0,00;16;2,49;35;5,43;0;0,00;0;0,00;0;0,00;1;0,16;0;0,00;0;0,00;2;0,31;2;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,31;
30325;30325;1;1;1305;649;49,73;;647;;2;647;2;261;40,34;223;34,47;216;33,38;168;25,97;21;3,25;68;10,51;90;13,91;110;17,00;34;5,26;33;5,10;12;1,85;14;2,16;1;0,15;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,31;0;0,00;2;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;1,70;23;3,55;0;0,00;0;0,00;0;0,00;1;0,15;0;0,00;0;0,00;1;0,15;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,15;
30326;30326;1;1;1528;783;51,24;;775;;8;780;3;306;39,48;275;35,26;256;33,03;198;25,38;20;2,58;61;7,82;119;15,35;141;18,08;35;4,52;41;5,26;21;2,71;23;2,95;2;0,26;1;0,13;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,13;0;0,00;1;0,13;0;0,00;0;0,00;0;0,00;0;0,00;15;1,94;26;3,33;0;0,00;1;0,13;0;0,00;1;0,13;0;0,00;0;0,00;1;0,13;2;0,26;0;0,00;1;0,13;0;0,00;0;0,00;0;0,00;7;0,90;
30401;30401;1;1;1313;654;49,81;;652;;2;652;2;225;34,51;212;32,52;240;36,81;179;27,45;13;1,99;26;3,99;91;13,96;103;15,80;33;5,06;57;8,74;19;2,91;24;3,68;7;1,07;5;0,77;0;0,00;0;0,00;0;0,00;1;0,15;0;0,00;1;0,15;0;0,00;2;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;22;3,37;33;5,06;0;0,00;0;0,00;0;0,00;5;0,77;0;0,00;0;0,00;2;0,31;1;0,15;0;0,00;0;0,00;0;0,00;2;0,31;0;0,00;1;0,15;
30402;30402;1;1;756;437;57,80;;433;;4;434;3;177;40,88;156;35,94;144;33,26;106;24,42;9;2,08;41;9,45;65;15,01;84;19,35;19;4,39;24;5,53;7;1,62;6;1,38;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;2,54;12;2,76;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;1;0,23;0;0,00;2;0,46;0;0,00;1;0,23;0;0,00;0;0,00;
30403;30403;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30404;30404;1;1;1209;505;41,77;;503;;2;504;1;260;51,69;201;39,88;133;26,44;116;23,02;9;1,79;60;11,90;61;12,13;64;12,70;15;2,98;24;4,76;3;0,60;2;0,40;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;1;0,20;0;0,00;0;0,00;1;0,20;0;0,00;0;0,00;1;0,20;20;3,98;28;5,56;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;4;0,79;
30405;30405;1;1;1362;682;50,07;;679;;3;678;4;284;41,83;263;38,79;216;31,81;153;22,57;19;2,80;58;8,55;102;15,02;114;16,81;27;3,98;44;6,49;12;1,77;13;1,92;3;0,44;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;2,21;23;3,39;0;0,00;3;0,44;0;0,00;1;0,15;0;0,00;0;0,00;1;0,15;1;0,15;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,44;
30406;30406;1;1;743;346;46,57;;344;;2;344;2;154;44,77;137;39,83;103;29,94;86;25,00;11;3,20;35;10,17;51;14,83;52;15,12;14;4,07;19;5,52;1;0,29;2;0,58;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;2,91;12;3,49;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;
30407;30407;1;1;729;343;47,05;;342;;1;343;0;146;42,69;118;34,40;104;30,41;81;23,62;10;2,92;39;11,37;60;17,54;73;21,28;13;3,80;18;5,25;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;6;1,75;10;2,92;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;1;0,29;0;0,00;1;0,29;0;0,00;1;0,29;
30408;30408;1;1;744;379;50,94;;374;;5;375;4;116;31,02;109;29,07;134;35,83;114;30,40;10;2,67;21;5,60;59;15,78;55;14,67;30;8,02;39;10,40;11;2,94;8;2,13;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,53;0;0,00;1;0,27;0;0,00;1;0,27;0;0,00;0;0,00;12;3,21;15;4,00;0;0,00;1;0,27;0;0,00;2;0,53;0;0,00;0;0,00;2;0,53;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,07;
30409;30409;1;1;730;383;52,47;;379;;4;380;3;161;42,48;139;36,58;103;27,18;82;21,58;15;3,96;44;11,58;54;14,25;49;12,89;26;6,86;31;8,16;11;2,90;11;2,89;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;7;1,85;19;5,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,53;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;
30501;30501;1;1;1132;392;34,63;;377;;15;377;15;106;28,12;99;26,26;172;45,62;134;35,54;5;1,33;19;5,04;16;4,24;38;10,08;43;11,41;47;12,47;14;3,71;11;2,92;6;1,59;8;2,12;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;1;0,27;0;0,00;1;0,27;0;0,00;0;0,00;14;3,71;13;3,45;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;1;0,27;0;0,00;2;0,53;0;0,00;2;0,53;
30502;30502;1;1;748;376;50,27;;374;;2;374;2;175;46,79;147;39,30;128;34,22;86;22,99;7;1,87;41;10,96;38;10,16;62;16,58;14;3,74;19;5,08;7;1,87;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,53;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;4;1,07;10;2,67;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,34;
